sentence_idx	title	sentence	CSI	subject	object	sức mạnh	thiết kế	giá	tính năng	an toàn
537	So sánh xe Toyota Hilux 2019 và Chevrolet Colorado 2019: Đại chiến bán tải Nhật - Mỹ	đặt toyota_hilux 2.8 g 4x4 at cạnh colorado 2.5 l high country , có_thể thấy giá bán của hilux cao hơn đối_thủ 59 triệu đồng	1	2&& 3&& 4&& 5&& 6&& 	8&& 9&& 10&& 11&& 12&& 	0	0	1	0	0
469	So sánh xe Mazda CX-8 2019 và Toyota Fortuner 2019: Kỳ phùng địch thủ	mazda cx - 8 2019 hiện đang được thaco áp_dụng mức giá sau ưu_đãi dao_động từ 1,199 - 1,444 tỷ đồng , với mức giá trên đây là mẫu xe có_giá cao nhất phân khúc suv 7 chỗ tại việt_nam	1	1&& 2&& 3&& 4&& 5&& 	34&& 35&& 36&& 37&& 38&& 39&& 40&& 	0	0	1	0	0
71	Mua xe 16 chỗ, nên chọn Hyundai Solati hay Toyota Hiace cho phải?	tuy_nhiên , điểm yếu của solati chính là giá bán cao hơn đối_thủ tới 80 triệu đồng	1	6&& 	13&& 	0	0	1	0	0
512	So sánh xe Suzuki Swift 2019 và Mazda 2 2019: Mua hatchback hạng B nào cho phải?	nhìn qua có_thể thấy , mazda 2 có mức giá cao hơn đối_thủ trung_bình 50 triệu đồng	1	6&& 7&& 	13&& 	0	0	1	0	0
384	So sánh xe Honda City Top 2018 và Honda Jazz RS 2018: Gừng càng già càng cay	phiên_bản ít trang_bị nhất của honda jazz có_giá bán thấp hơn honda city nhưng phiên_bản cao nhất là rs lại có_giá cao hơn đối_thủ	1	1&& 2&& 3&& 4&& 5&& 6&& 7&& 	12&& 13&& 	0	0	3	0	0
392	So sánh xe Honda HR-V và Hyundai Kona: SUV đô thị mới nào có thể lật đổ Ford Ecosport?	với mức giá này , honda hr - v hiện đang có_giá bán cao nhất phân khúc , đặc_biệt là cao hơn đối_thủ hyundai_kona ( 615 - 725 triệu đồng ) và ford ecosport ( 545 - 689 triệu đồng )	1	6&& 7&& 8&& 9&& 	23&& 24&& 	0	0	1	0	0
372	So sánh xe Honda CR-V 2018 và Toyota RAV4 2018 bản quốc tế	ở phía đối_thủ , giá xe toyota rav4 2018 thậm_chí còn cao hơn khởi_điểm từ 24.510 usd ( 57 triệu đồng )	1	7&& 8&& 9&& 	3&& 	0	0	1	0	0
11	Chạy dịch vụ nên mua Ford Transit hay Hyundai Solati để tiết kiệm nhất?	ở phía hyundai_solati , khá bất_ngờ là mẫu xe hàn_quốc này chỉ bán ra với duy_nhất 1 phiên_bản với mức giá cao hơn đối_thủ tới 161 triệu đồng	1	3&& 	24&& 	0	0	1	0	0
470	So sánh xe Mazda2 2018 và Toyota Vios 2018 có giá bán dưới 600 triệu đồng	tuy_nhiên , với vị_trí vững_chắc của toyota_vios trên thị_trường thì việc giá xe cao hơn một_chút so với các đối_thủ còn lại không phải là vấn_đề quá quan_trọng	1	7&& 	20&& 	0	0	2	0	0
571	Với 3 tỷ đồng, chọn Infiniti QX60 2018 hay Audi Q7 2018 cho phải?	đầu_tiên , khi so_sánh qx60 và audi q7 về giá bán thì infiniti qx60 có_giá bán đắt hơn ở phiên_bản thường nhưng lại rẻ hơn ở phiên_bản cao_cấp so với đối_thủ từ đức	1	13&& 14&& 	31&& 	0	0	3	0	0
28	Chọn crossover 7 chỗ nào Honda CR-V 2018 hay Nissan X-Trail 2018?	về phía đối_thủ , nissan x - trail có_giá bán khởi_điểm_cao hơn so với honda cr - v	1	5&& 6&& 7&& 8&& 	15&& 16&& 17&& 18&& 	0	0	1	0	0
527	So sánh xe Toyota Fortuner 2017 và Ford Everest 2016 - Vua doanh số đối đầu vua chất lượng	sở_hữu giá bán cao hơn khá nhiều nên ford everest có một_chút bề_thế hơn so với đối_thủ , cụ_thể chiều dài x rộng tương_ứng hơn 97mm và 5mm , trong khi chiều dài cơ_sở xe hơn 105mm	1	9&& 10&& 	17&& 	0	3	1	0	0
332	So sánh trang bị trên Kia Soluto 2021 và Hyundai Accent 2021 	với giá bán cao hơn 72 triệu đồng , hyundai accent at tiêu_chuẩn 2021 sở_hữu những công_nghệ hiện địa hơn hẳn đối_thủ đồng_hương kia soluto at deluxe	1	10&& 11&& 12&& 	22&& 23&& 24&& 25&& 26&& 27&& 	0	0	1	3	0
155	So sánh Kia Morning 2020 với Honda Brio 2020	so với đối_thủ đến từ hàn , phiên_bản cao_cấp nhất của honda brio được định_giá bán cao hơn với mức chênh_lệch 65 triệu đồng	1	8&& 9&& 10&& 11&& 12&& 13&& 	3&& 4&& 5&& 6&& 	0	0	1	0	0
569	Tầm tiền 1 tỷ chọn Hyundai Tucson 2020 hay Honda CR-V 2020?	hiện_tại , honda cr - v đang được bán tại việt_nam dưới dạng nhập_khẩu với 3 phiên_bản và có mức giá cao nhất phân khúc	1	3&& 4&& 5&& 6&& 	24&& 25&& 	0	0	1	0	0
325	So sánh nhanh trang bị trên Honda Accord 2020 và Mazda6 2020	trong khi , honda accord 2020 định_vị ở phân khúc cao với giá bán vào loại cao nhất phân khúc , thì mazda6 2020 tiếp_tục trung_thành với chính_sách giá thấp , tiệm cận với phân khúc c	1	4&& 5&& 6&& 	9&& 10&& 19&& 20&& 35&& 36&& 	0	0	1	0	0
37	Cân nhắc VinFast LUX SA2.0 2019 và Hyundai SantaFe 2019 trong tầm tiền 1.5 tỷ	với tầm tiền rẻ hơn nhưng danh_sách trang_bị an_toàn trên hyundai santafe bản máy xăng cao_cấp là hấp_dẫn hơn so với mẫu xe mang thương_hiệu việt	1	11&& 12&& 	22&& 23&& 24&& 25&& 26&& 	0	0	3	0	3
297	So sánh nhanh Mitsubishi Triton MIVEC 2017 và Chevrolet Colorado High Country 2017	trong khi đó high country vốn là phiên_bản nâng_cấp từ colorado ltz 2.8 at 4x4 2017 và có_giá bán cao hơn đối_thủ kha_khá – 839 triệu đồng	1	4&& 5&& 	22&& 	0	0	1	0	0
300	So sánh nhanh Nissan Navara EL và Mitsubishi Triton 4x2 AT	ngay ở hiệp đầu_tiên của trận_đấu , triton 4x2 at đã có được điểm số dẫn trước nhờ giá bán tốt hơn đối_thủ	1	8&& 9&& 10&& 	23&& 	0	0	3	0	0
185	So sánh Mitsubishi Pajero Sport và Ford Everest: SUV 7 chỗ, máy dầu, giá rẻ dành cho gia đình	hai phiên_bản xăng của suv nhật_bản có_giá bán cao hơn hẳn đối_thủ mỹ	1	1&& 2&& 3&& 4&& 5&& 6&& 	12&& 13&& 	0	0	1	0	0
383	So sánh xe Honda City RS 2021 và Toyota Vios GR-S 2021: Chọn xe sedan thể thao nào?	honda city 2021 hiện là mẫu xe mạnh_mẽ nhất phân khúc nhờ động_cơ 1.5 l dohc i - vtec 4 xy - lanh thẳng hàng tạo ra_công_suất 119 mã_lực tại 6.600 vòng / phút và mô - men xoắn cực_đại 145 nm tại 4.300 vòng / phút	1	1&& 2&& 3&& 	10&& 11&& 	3	0	0	0	0
383	So sánh xe Honda City RS 2021 và Toyota Vios GR-S 2021: Chọn xe sedan thể thao nào?	đồng_thời , mẫu sedan cỡ nhỏ của honda hiện còn có động_cơ mạnh_mẽ nhất phân khúc và những trải nghiệm thực_sự ấn_tượng đối_với chúng_tôi	1	3&& 4&& 5&& 6&& 7&& 8&& 	15&& 16&& 	3	0	0	0	0
345	So sánh xe Baic X55 và Hyundai Tucson 2021: Đại chiến xe CUV giá rẻ	về cảm_giác lái , hyundai tucson hiện_hành đã được cải_thiện đáng_kể so với phiên_bản tiền_nhiệm	1	5&& 6&& 	14&& 15&& 	3	0	0	0	0
345	So sánh xe Baic X55 và Hyundai Tucson 2021: Đại chiến xe CUV giá rẻ	nhược_điểm của xe x55 là cảm_giác lái thực_sự chưa tốt khi đặt cạnh các đối_thủ cùng phân khúc	1	3&& 4&& 	14&& 15&& 16&& 17&& 18&& 	1	0	0	0	0
431	So sánh xe Kia Soluto và Honda City 2021: Giá bán quyết định tất cả?	honda city 2021 hiện đang là mẫu xe mang đến trải nghiệm lái thú_vị nhất cho người dùng ở phân khúc sedan hạng b	1	1&& 2&& 3&& 	20&& 21&& 22&& 23&& 24&& 	3	0	0	0	0
431	So sánh xe Kia Soluto và Honda City 2021: Giá bán quyết định tất cả?	về mặt giấy_tờ , động_cơ của honda city 2021 chỉ tăng 1 mã_lực so với đời trước , nhưng lại vượt_trội hoàn_toàn so với đối_thủ	1	7&& 8&& 9&& 	25&& 	3	0	0	0	0
442	So sánh xe MG ZS 2021 và Ford EcoSport 2021: "Tân binh" đủ sức thay thế "cựu vương"	theo trải nghiệm thực_tế của đội_ngũ so_sánh xe chúng_tôi , mg zs 2021 có khả_năng vận_hành ấn_tượng hơn bản cũ nhờ việc cải_tiến hộp_số	1	11&& 12&& 13&& 	19&& 20&& 	3	0	0	0	0
552	So sánh xe VinFast Lux SA2.0 2021 và Toyota Fortuner 2021: "Cuộc chơi" dần thay đổi	toyota_fortuner legender phiên_bản mới đã cải_thiện ở khả_năng vận_hành với độ nhạy chân ga tốt hơn phiên_bản tiền_nhiệm nhờ việc công_suất đã được tăng đáng_kể	1	1&& 2&& 3&& 4&& 	17&& 18&& 	3	0	0	0	0
552	So sánh xe VinFast Lux SA2.0 2021 và Toyota Fortuner 2021: "Cuộc chơi" dần thay đổi	nhìn_chung , nhờ sử_dụng khung gầm , động_cơ của bmw x5 nên vinfast lux sa2 . 0 2021 là chiếc xe mang đến trải nghiệm lái rõ_ràng tốt hơn toyota_fortuner 2021	1	13&& 14&& 15&& 16&& 17&& 18&& 	30&& 31&& 	3	0	0	0	0
376	So sánh xe Honda CR-V 2020 và Subaru Forester 2020: Hai CUV ngập tràn công nghệ tại Việt Nam	honda là một trong những chiếc xe có động_cơ ấn_tượng hàng_đầu phân khúc mà đội_ngũ so_sánh xe chúng_tôi đã từng được trải nghiệm	1	1&& 	12&& 13&& 	3	0	0	0	0
376	So sánh xe Honda CR-V 2020 và Subaru Forester 2020: Hai CUV ngập tràn công nghệ tại Việt Nam	động_cơ trên subaru forester 2020 không có sức_mạnh trên giấy_tờ quá ấn_tượng như đối_thủ	1	3&& 4&& 5&& 	14&& 	1	0	0	0	0
374	So sánh xe Honda CR-V 2020 và Baic Beijing X7 2020: Khi "vua" phân khúc bị đe dọa	ở khả_năng vận_hành , honda cr - v 2020 là chiếc xe không thay_đổi động_cơ nên_người dùng sẽ có những trải nghiệm không khác_biệt so với phiên_bản cũ	1	5&& 6&& 7&& 8&& 9&& 	27&& 28&& 	2	0	0	0	0
374	So sánh xe Honda CR-V 2020 và Baic Beijing X7 2020: Khi "vua" phân khúc bị đe dọa	với trải nghiệm thực_tế của chúng_tôi , điểm mạnh của honda cr - v vẫn nằm ở động_cơ mạnh_mẽ hàng_đầu phân khúc	1	11&& 12&& 13&& 14&& 	21&& 22&& 	3	0	0	0	0
374	So sánh xe Honda CR-V 2020 và Baic Beijing X7 2020: Khi "vua" phân khúc bị đe dọa	cũng tương_tự đối_thủ , baic beijing x7 2020 sử_dụng động_cơ turbo với công_suất 188 mã_lực	1	5&& 6&& 7&& 8&& 	3&& 	2	0	0	0	0
344	So sánh xe Baic Beijing X7 2020 và Hyundai Tucson 2020: "Tân binh" mới nổi thách thức "lão làng"	nhìn ngay vào thông_số sức_mạnh động_cơ baic beijing x7 đang tỏ ra vượt_trội hơn hẳn so với hyundai_tucson	1	7&& 8&& 9&& 	18&& 	3	0	0	0	0
220	So sánh VinFast Lux SA2.0 2021 và Kia Sorento 2021: Lựa chọn nào trong tầm giá 1,5 tỷ đồng	không_những êm_ái , động_cơ dầu của sorento mới còn mang đến những trải nghiệm uy_lực không khác gì máy xăng	1	7&& 	19&& 20&& 	3	0	0	0	0
432	So sánh xe Kia Sorento 2021 và Toyota Fortuner 2021: Đại chiến xe Hàn - Nhật	rõ_ràng , so với fortuner , kia sorento là chiếc xe có thiên_hướng vận_hành thể_thao hơn	1	7&& 8&& 	5&& 	3	0	0	0	0
432	So sánh xe Kia Sorento 2021 và Toyota Fortuner 2021: Đại chiến xe Hàn - Nhật	không chỉ tăng công_suất về mặt lý_thuyết , toyota_fortuner legender đã cải_thiện ở khả_năng vận_hành với độ nhạy chân ga tốt hơn phiên_bản tiền_nhiệm	1	9&& 10&& 	23&& 24&& 	3	0	0	0	0
443	So sánh xe MG ZS 2021 và Kia Seltos 2021: Lựa chọn nào SUV đô thị nào tầm giá dưới 650 triệu đồng?	ở khả_năng vận_hành , mg zs đã thực_sự thay_đổi so với phiên_bản tiền_nhiệm dù động_cơ của xe không được nâng_cấp , cải_tiến	1	5&& 6&& 	12&& 13&& 	3	0	0	0	0
534	So sánh xe Toyota Fortuner Legender 2020 và Ford Everest Titanium 2020: Cuộc chiến công nghệ	ford everest titanium 2020 là một chiếc xe sử_dụng động_cơ bi - turbo và có sức_mạnh tương_đương đối_thủ với 210 mã_lực	1	1&& 2&& 3&& 4&& 	18&& 	3	0	0	0	0
534	So sánh xe Toyota Fortuner Legender 2020 và Ford Everest Titanium 2020: Cuộc chiến công nghệ	hơn_nữa , động_cơ trên everest mới êm_ái hơn rõ_ràng so với loại động_cơ cũ và đặc_biệt là xe có hệ_thống chống ồn chủ_động	1	5&& 		3	0	0	0	0
482	So sánh xe Mitsubishi Pajero Sport 2020 và Toyota Fortuner 2020	đối_với toyota_fortuner 2020 , chiếc xe này cũng sử_dụng động_cơ dầu 2.4 l , nhưng công_suất thấp hơn đáng_kể so với đối_thủ	1	2&& 3&& 	22&& 	1	0	0	0	0
482	So sánh xe Mitsubishi Pajero Sport 2020 và Toyota Fortuner 2020	cùng với đó , khả_năng vận_hành vẫn luôn là điểm mạnh của mẫu xe này trong phân khúc với động_cơ , khung gầm ổn_định , cảm_giác lái tốt	1	13&& 14&& 15&& 	17&& 18&& 	3	0	0	0	0
375	So sánh xe Honda CR-V 2020 và Mitsubishi Outlander 2020: Đại chiến CUV tại Việt Nam	động_cơ trên mang đến sức_mạnh 188 mã_lực và cũng với cx - 5 , crv là xe có sức_mạnh lớn nhất phân khúc cuv tại việt_nam	1	15&& 	22&& 23&& 24&& 25&& 26&& 	3	0	0	0	0
538	So sánh xe Toyota Hilux Adventure 2020 và Ford Ranger Wildtrak 2020: Ngang tài, ngang sức	toyota_hilux adventure 2020 giờ_đây là chiếc xe với động_cơ mạnh_mẽ khi công_suất xe đã tăng 27 mã_lực và mô - men xoắn cũng tăng 50 nm so với phiên_bản tiền_nhiệm	1	1&& 2&& 3&& 	29&& 30&& 	3	0	0	0	0
538	So sánh xe Toyota Hilux Adventure 2020 và Ford Ranger Wildtrak 2020: Ngang tài, ngang sức	chiếc xe này có độ nhạy chân ga ấn_tượng hơn giúp khả_năng tăng_tốc của xe được cải_thiện đáng_kể so với chính động_cơ này ở đời cũ	1	1&& 2&& 3&& 	25&& 26&& 	3	0	0	0	0
538	So sánh xe Toyota Hilux Adventure 2020 và Ford Ranger Wildtrak 2020: Ngang tài, ngang sức	nhìn_chung , cả toyota_hilux adventure 2020 hay ford ranger wildtrak 2020 đều là những chiếc xe bán tải có khả_năng vận_hành ấn_tượng	1	4&& 5&& 6&& 	8&& 9&& 10&& 11&& 	3	0	0	0	0
426	So sánh xe Kia Seltos Premium 2020 và Hyundai Kona 1.6 Turbo 2020: 750 triệu đồng, chọn xe Hàn nào?	nhìn nhanh vào thông_số trên giấy_tờ , hyundai kona đang tỏ ra chiếm ưu_thế hơn nhờ động_cơ tăng áp 1.6 l lớn hơn 1.4 l của kia_seltos	1	8&& 9&& 	27&& 	3	0	0	0	0
56	Hơn 800 triệu đồng chọn Hyundai Tucson 2020 hay Toyota Corolla Cross 2020?	hyundai tucson có phần động_cơ_thể_hiện sức_mạnh tốt hơn với 155 mã_lực	1	1&& 2&& 		3	0	0	0	0
56	Hơn 800 triệu đồng chọn Hyundai Tucson 2020 hay Toyota Corolla Cross 2020?	động_cơ với sức_mạnh tốt hơn cũng là điểm nhấn mà thương_hiệu hàn_quốc mang lại	1	11&& 12&& 		3	0	0	0	0
378	So sánh xe Honda CR-V L 2020 và Peugeot 5008 Active 2020: Chọn xe 5+2 trong tầm giá 1,1 tỷ đồng	peugeot 5008 active 2020 cũng dùng động_cơ tăng áp nhưng sức_mạnh thấp hơn đáng_kể so với đối_thủ	1	1&& 2&& 3&& 4&& 	17&& 	1	0	0	0	0
525	So sánh xe Toyota Corolla Cross 2020 và Honda CR-V 2020: Cuộc chiến công nghệ	nói về cảm_giác lái của honda cr - v 2020 , mẫu xe này sử_dụng động_cơ tăng áp tạo ra đến 188 mã_lực hơn nhiều đối_thủ	1	6&& 7&& 8&& 9&& 10&& 	25&& 26&& 	3	0	0	0	0
358	So sánh xe Ford Everest 2020 và Toyota Fortuner 2020: Đại chiến phân khúc SUV 7 chỗ tại Việt Nam	ở chiều ngược_lại , toyota_fortuner 2020 dù sử_dụng động_cơ dung_tích lớn đến 2.8 l nhưng công_suất xe ở mức 177 mã_lực , thấp hơn khả nhiều so với đối_thủ	1	5&& 6&& 	29&& 	3	0	0	0	0
358	So sánh xe Ford Everest 2020 và Toyota Fortuner 2020: Đại chiến phân khúc SUV 7 chỗ tại Việt Nam	trên thực_tế , động_cơ của toyota_fortuner 2020 không mang đến những trải nghiệm quá tốt như đối_thủ	1	6&& 7&& 	17&& 	1	0	0	0	0
490	So sánh xe Mitsubishi Xpander 2020 và Suzuki Ertiga Sport 2020: Nâng cấp để tiếp tục cuộc chiến	cũng tương_tự đối_thủ , suzuki ertiga sport 2020 dùng động_cơ cũ mã_hiệu kb15 , 4 xy - lanh thẳng hàng , dung_tích 1.5 l cho công_suất 103 mã_lực và mô - men xoắn 138 nm	1	5&& 6&& 7&& 8&& 	3&& 	2	0	0	0	0
514	So sánh xe Suzuki XL7 2020 và Toyota Rush 2020: Giá bán có quyết định tất cả?	tương_tự , toyota_rush 2020 đang bán ở việt_nam dùng động_cơ xăng dung_tích 1.5 l , 4 xi - lanh cho công_suất tối_đa 102 mã_lực và mô men xoắn tối_đa 134 nm	1	3&& 4&& 		2	0	0	0	0
513	So sánh xe Suzuki XL7 2020 và Suzuki Ertiga 2020: Lựa chọn khó khăn cho khách Việt	không chỉ đi trong đô_thị , xe còn có khả_năng vận_hành tốt ở nhiều cung đường hơn với khoảng sáng gầm đến 200 mm so với 180 mm của ertiga	1	7&& 	30&& 	3	0	0	0	0
493	So sánh xe Mitsubishi Xpander 2020 và Toyota Rush 2020: Xpander tăng option, giá vẫn rẻ hơn Rush	tương_tự đối_thủ , toyota_rush hiện_hành được trang_bị khối động_cơ xăng dung_tích 1.5 l , 4 xy lanh cho công_suất cực_đại 102 mã_lực và mô men xoắn tối_đa 134 nm	1	4&& 	2&& 	2	0	0	0	0
545	So sánh xe Toyota Vios 2020 và Kia Soluto 2020: Chọn xe dịch vụ nào giá rẻ?	đồng_thời , kia soluto 2020 sử_dụng khối động_cơ nhỏ , công_suất thấp hơn nên những cú nước_rút , vượt xe sẽ có phần thua_kém đối_thủ	1	3&& 4&& 5&& 	25&& 	1	0	0	0	0
477	So sánh xe Mitsubishi Attrage 2020 và Kia Soluto 2019: Ngang tài ngang sức	nhiều người cho rằng kia_soluto 2019 có động_cơ lớn hơn cho công_suất và mô - men xoắn lớn hơn mitsubishi attrage 2020	1	5&& 6&& 	20&& 21&& 22&& 	3	0	0	0	0
489	So sánh xe Mitsubishi Xpander 2020 và Kia Rondo 2020: Chọn xe Nhật giá rẻ hay xe Hàn tiện nghi?	kia rondo 2020 vượt_trội hơn so với mitsubishi xpander 2020 về sức_mạnh và khả_năng vận_hành	1	1&& 2&& 3&& 	8&& 9&& 10&& 	3	0	0	0	0
475	So sánh xe Mercedes-Benz GLC 300 2020 và BMW X3 2020	so với bản cũ , động_cơ trên glc 300 mới mạnh hơn 13 mã_lực , mô - men xoắn được giữ nguyên cùng hộp_số tự_động 9 cấp 9g - tronic và hệ_thống dẫn_động 4matic	1	8&& 9&& 	3&& 4&& 	3	0	0	0	0
475	So sánh xe Mercedes-Benz GLC 300 2020 và BMW X3 2020	ở phương_diện động_cơ , mer glc 300 4matic tiếp_tục cho thấy khả_năng hoạt_động tốt hơn với công_suất nhỉnh hơn 6 mã_lực so với x3 dù cùng là máy tăng áp 2.0 l	1	5&& 6&& 7&& 8&& 	24&& 	3	0	0	0	0
393	So sánh xe Honda Jazz 2020 và Ford EcoSport 2020	như_vậy , khối động_cơ của ford ecosport 2020 thể_hiện sức_mạnh vận_hành và hiệu_suất tiêu_hao nhiên_liệu tốt hơn so với honda jazz 2020	1	6&& 7&& 8&& 	20&& 21&& 22&& 	3	0	0	0	0
452	So sánh xe Mazda 3 2020 và Hyundai Elantra 2020: Đại chiến xe Nhật - Hàn tại Việt Nam	nhưng có_lẽ , hyundai elantra chỉ sport ở tên gọi còn khả_năng vận_hành ở phân khúc này thì honda civic rs nổi_trội hơn	1	19&& 20&& 21&& 	4&& 5&& 	3	0	0	0	0
455	So sánh xe Mazda 3 2020 với Honda Civic RS 2020: Cùng thể thao, cùng đắt	động_cơ trên mazda 3 2020 không thay_đổi so với bản cũ về các thông_số nhưng hãng xe nhật_bản cho biết đã tinh_chỉnh để có khả_năng vận_hành hiệu_quả hơn	1	3&& 4&& 5&& 	10&& 11&& 	3	0	0	0	0
539	So sánh xe Toyota Innova 2020 và Kia Sorento 2020: Gần 800 triệu, chọn MPV hay SUV?	nhờ sở_hữu một thân_hình khoẻ_khoắn , không quá cồng_kềnh , kia sorento vận_hành một_cách tự_tin , mạnh_mẽ , ăn_đứt đối_thủ đến từ nhật_bản	1	11&& 12&& 	20&& 21&& 22&& 23&& 	3	0	0	0	0
503	So sánh xe Peugeot Traveller 2019 và Ford Tourneo 2019: Đại chiến MPV "tân binh"	ford_tourneo 2019 dùng động_cơ xăng ecoboost 2.0 l cùng dung_tích nhưng công_suất lớn hơn ở mức 200 mã_lực và 300 nm mô - men xoắn	1	1&& 2&& 		3	0	0	0	0
505	So sánh xe Subaru Forester 2019 và Honda CR-V 2019: cùng tầm giá hơn 1 tỷ, xe nào tốt?	xét về khả_năng vận_hành , honda cr - v 2019 tỏ ra vượt_trội hơn so với đối_thủ cùng quê	1	6&& 7&& 8&& 9&& 10&& 	17&& 18&& 19&& 	3	0	0	0	0
550	So sánh xe VinFast Fadil 2019 và Suzuki Celerio 2018	với khả_năng vận_hành mạnh_mẽ cùng trang_bị an_toàn vượt_trội , fadil hiện đang là chiếc xe được rất nhiều người săn_đón	1	10&& 		3	0	0	0	3
417	So sánh xe Kia Morning 2019 và Honda Brio 2019: Có phải giá cao là xịn?	về vận_hành , honda brio sử_dụng động_cơ 1.2 l sohc 4 xi_lanh thẳng hàng , 16 van biến_thiên_i - vtec , cho công_suất 88 mã_lực , tức_là chỉ mạnh hơn một_chút so với động_cơ kappa 1.25 l , 4 xi_lanh thẳng hàng , 16 van dohc , 86 mã_lực của kia_morning	1	4&& 5&& 	51&& 	3	0	0	0	0
560	Toyota Camry 2.5Q 2019 vẫn có nhiều điểm đáng chọn dù đắt hơn Mazda 6 Premium 2.5L 2019 tới 208 triệu đồng	bên cạnh đó , do có trọng_lượng nhẹ hơn , công_suất và mô - men xoắn lớn hơn nên mazda 6 premium 2.5 2019 sẽ có lợi_thế hơn về khả_năng vận_hành , ít_nhất là trên lý_thuyết	1	20&& 21&& 22&& 23&& 24&& 		3	0	0	0	0
560	Toyota Camry 2.5Q 2019 vẫn có nhiều điểm đáng chọn dù đắt hơn Mazda 6 Premium 2.5L 2019 tới 208 triệu đồng	khi cả hai chạy ở chế_độ lái sport , phản_ứng của động_cơ mazda 6 premium 2.5 2019 có vẻ nhanh_nhạy hơn một_chút so với toyota_camry 2.5 q 2019 do công_suất và mô - men xoắn đều đạt cực_đại ở số vòng tua máy thấp hơn	1	13&& 14&& 15&& 16&& 17&& 	25&& 26&& 27&& 28&& 	3	0	0	0	0
367	So sánh xe Honda Accord 2019 và Toyota Camry 2019: 1,2 tỷ mua xe Nhật nào cho đúng?	toyota quả không hổ_danh là mẫu xe ăn_khách nhất phân khúc xe cỡ d với động_cơ 2.5 l , 4 xy lanh , 16 van dohc , vvt - i kép , công_suất 184 mã_lực , 235 nm mô - men xoắn	1	1&& 	10&& 11&& 12&& 13&& 14&& 	3	0	0	0	0
422	So sánh xe Kia Sedona 2019 và Peugeot Traveller 2019: Nên chọn MPV Hàn hay Pháp?	về vận_hành , kia_sedona lại " trên_cơ " traveller một_chút khi sử_dụng động_cơ diesel , 2.2 l crdi và xăng , lambda 3.3 l mpi , công_suất từ 197 - 266 mã_lực , mô men xoắn cực_đại 318 - 440 nm , nhỉnh hơn khá nhiều so với động_cơ diesel 2.0 l 4 kì , 4 xy lanh thẳng hàng , tăng áp , công_suất 150 mã_lực , mô - men xoắn 370nm của traveller	1	4&& 	9&& 75&& 	3	0	0	0	0
187	So sánh Mitsubishi Triton 2019 và Nissan Navara 2019: Cuộc chiến đồng hương bán tải Nhật	tuy_nhiên , mitsubishi triton có phần nhỉnh hơn về khả_năng vận_hành nhờ vào dòng máu off - road của mitsubishi	1	3&& 4&& 20&& 		3	0	0	0	0
537	So sánh xe Toyota Hilux 2019 và Chevrolet Colorado 2019: Đại chiến bán tải Nhật - Mỹ	dù dung_tích động_cơ nhỏ hơn nhưng colorado lại có công_suất nhỉnh hơn hilux , dù mô - men xoắn không bằng	1	7&& 	13&& 14&& 	3	0	0	0	0
360	So sánh xe Ford Explorer 2019 và Mercedes GLC-Class 2019: 2,2 tỷ mua xe nào cho phải?	glc 300 có công_suất kém hơn đối_thủ một_chút khi lắp_đặt động_cơ i4 2.0 l , công_suất 245 mã_lực và 370 nm	1	1&& 2&& 	7&& 	1	0	0	0	0
496	So sánh xe Nissan Terra 2019 và Chevrolet Trailblazer 2019: Xe Nhật liệu có tốt hơn xe Mỹ?	sức_mạnh này thua_kém 1 chút so với chevrolet_trailblazer 2019 ( động_cơ 2,5 l , công_suất 180 mã_lực trên 3.600 vòng / phút , 440 nm trên 2.000 vòng / phút )	1		8&& 9&& 	1	0	0	0	0
182	So sánh Mitsubishi Pajero Sport 2019 và Chevrolet Trailblazer 2019	pajero sport vượt_trội hơn ở khả_năng vận_hành đỉnh_cao với hàng_loạt những tính_năng , trang_bị off - road , vượt địa_hình mạnh_mẽ	1	1&& 2&& 		3	0	0	0	0
141	So sánh Hyundai SantaFe 2019 và Mitsubishi Pajero Sport 2019	xét về khả_năng vận_hành , mitsubishi pajero sport được xem là vượt_trội hơn so với hyundai santafe 2019	1	6&& 7&& 8&& 	16&& 17&& 18&& 	3	0	0	0	0
141	So sánh Hyundai SantaFe 2019 và Mitsubishi Pajero Sport 2019	suv đến từ nhật_bản vượt_trội hơn về khả_năng vận_hành và sự mạnh_mẽ trong di_chuyển trên các loại địa_hình khó	1	1&& 2&& 3&& 4&& 		3	0	0	0	0
562	Toyota Land Cruise Prado 2019 có đủ sức lấy lại vị thế trước Ford Explorer?	mẫu xe_nước mỹ mang trên mình khối động_cơ có dung_tích nhỏ hơn nhưng cho hiệu_suất vượt_trội và sản_sinh công_suất cũng như mô men xoắn lớn hơn hẳn	1	1&& 2&& 3&& 		3	0	0	0	0
14	Chọn Hyundai SantaFe 2019 kèm theo "lạc" hay Peugeot 5008 2019?	bên cạnh đó , với hệ dẫn_động 4 bánh toàn thời_gian , phiên_bản cao_cấp nhất của santafe thế_hệ mới sẽ mang đến khả_năng vận_hành trên các loại địa_hình khó vượt_trội hơn so với mẫu suv 7 chỗ của nhà peugeot	1	13&& 14&& 15&& 16&& 17&& 18&& 19&& 	34&& 35&& 36&& 37&& 38&& 39&& 40&& 	3	0	0	0	0
